inst#,solver,actualclass,predictedclass,, error, probability distribution
20444,11256942,good,good,*0.562  0.438,,
20445,33998453,good,good,*0.562  0.438,,
20446,12321508,good,good,*0.562  0.438,,
20447,59171420,good,good,*0.562  0.438,,
20448,20321736,good,good,*0.562  0.438,,
20449,47942864,bad,good,*0.562  0.438,,
20450,30523628,good,good,*0.562  0.438,,
20451,94479547,good,bad,0     *1    ,,
20452,30523627,good,good,*0.562  0.438,,
20453,30523626,bad,good,*0.562  0.438,,
20454,44791169,good,good,*0.562  0.438,,
20455,52421327,bad,good,*0.562  0.438,,
20456,52198659,bad,good,*0.562  0.438,,
20457,30870723,good,good,*0.562  0.438,,
20458,30870722,good,good,*0.562  0.438,,
20459,92331214,good,good,*0.806  0.194,,
20460,94599138,good,bad,0     *1    ,,
20461,45850728,bad,good,*0.562  0.438,,
20462,14953989,good,good,*0.875  0.125,,
20463,28257539,good,good,*0.875  0.125,,
20464,52068148,bad,good,*0.875  0.125,,
20465,52068147,bad,good,*0.875  0.125,,
20466,52068145,good,good,*0.875  0.125,,
20467,12926477,good,good,*0.875  0.125,,
20468,12926476,good,good,*0.875  0.125,,
20469,45869638,good,good,*0.875  0.125,,
20470,45869637,good,good,*0.875  0.125,,
20471,89269802,bad,good,*0.875  0.125,,
20472,32110529,good,good,*0.875  0.125,,
20473,99720138,good,good,*0.875  0.125,,
20474,90783920,good,good,*0.875  0.125,,
20475,53302993,good,good,*0.875  0.125,,
20476,32197588,bad,good,*0.875  0.125,,
20477,95762354,good,good,*0.875  0.125,,
20478,95762353,good,good,*0.875  0.125,,
20479,16465898,bad,good,*0.875  0.125,,
20480,42851841,good,good,*0.875  0.125,,
20481,19552035,good,good,*0.875  0.125,,
20482,19552033,good,good,*0.875  0.125,,
20483,22938021,good,good,*0.875  0.125,,
20484,47355262,good,good,*0.875  0.125,,
20485,47942867,good,good,*0.875  0.125,,
20486,82456576,good,good,*0.875  0.125,,
20487,21591613,good,good,*0.875  0.125,,
20488,8788782,good,good,*0.833  0.167,,
20489,71929702,good,good,*0.875  0.125,,
20490,30870722,good,good,*0.875  0.125,,
20491,30870720,good,good,*0.875  0.125,,
20492,28257540,good,good,*0.875  0.125,,
20493,20321734,good,good,*0.875  0.125,,
20494,20321735,good,good,*0.875  0.125,,
20495,68908713,good,good,*0.875  0.125,,
20496,81986705,good,good,*0.875  0.125,,
20497,96590063,good,good,*0.875  0.125,,
20498,96689089,good,good,*0.875  0.125,,
20499,45850727,good,good,*0.875  0.125,,
20500,7481378,bad,bad,0.015 *0.985,,
20501,87479577,good,bad,0.283 *0.717,,
20502,52068148,good,bad,0.275 *0.725,,
20503,12926477,bad,bad,0.033 *0.967,,
20504,50249253,bad,bad,0.04  *0.96 ,,
20505,52198660,bad,bad,0.036 *0.964,,
20506,39942441,good,good,*1      0    ,,
20507,16465898,bad,bad,0.033 *0.967,,
20508,59171420,bad,bad,0.026 *0.974,,
20509,75259914,bad,bad,0     *1    ,,
20510,12271644,bad,bad,0.033 *0.967,,
20511,30523625,good,good,*0.621  0.379,,
20512,11728976,bad,bad,0.033 *0.967,,
20513,52198659,bad,bad,0.036 *0.964,,
20514,53621904,bad,bad,0.036 *0.964,,
20515,94599139,good,good,*1      0    ,,
20516,87479580,good,bad,0.241 *0.759,,
20517,14953989,bad,bad,0.027 *0.973,,
20518,52198660,bad,bad,0.013 *0.987,,
20519,90783920,bad,bad,0.004 *0.996,,
20520,93485612,bad,good,*0.893  0.107,,
20521,33998453,bad,bad,0.032 *0.968,,
20522,75259914,bad,bad,0.043 *0.957,,
20523,30523626,good,bad,0.156 *0.844,,
20524,11728976,bad,bad,0.027 *0.973,,
20525,53621904,bad,bad,0.013 *0.987,,
20526,87479580,good,good,*0.929  0.071,,
20527,45850727,bad,bad,0.011 *0.989,,
20528,7481378,bad,bad,0.015 *0.985,,
20529,52068148,good,good,*0.962  0.038,,
20530,52068145,good,good,*0.841  0.159,,
20531,39942441,good,good,*1      0    ,,
20532,39942443,good,good,*1      0    ,,
20533,28187355,bad,bad,0.06  *0.94 ,,
20534,32197588,bad,bad,0.01  *0.99 ,,
20535,33173731,bad,bad,0.01  *0.99 ,,
20536,7668975,bad,bad,0.051 *0.949,,
20537,75259914,bad,bad,0.039 *0.961,,
20538,22938023,bad,bad,0.015 *0.985,,
20539,22938021,bad,bad,0.015 *0.985,,
20540,94479547,bad,bad,0.067 *0.933,,
20541,52421328,bad,bad,0.001 *0.999,,
20542,88304927,bad,bad,0     *1    ,,
20543,21591613,bad,bad,0.015 *0.985,,
20544,8788782,bad,bad,0.051 *0.949,,
20545,87479580,good,good,*0.958  0.042,,
20546,14953989,bad,bad,0.033 *0.967,,
20547,87479579,good,good,*0.958  0.042,,
20548,52068146,good,good,*0.962  0.038,,
20549,39942440,good,good,*1      0    ,,
20550,39942443,good,good,*1      0    ,,
20551,28187355,bad,bad,0.06  *0.94 ,,
20552,90783920,bad,bad,0     *1    ,,
20553,93485612,bad,good,*1      0    ,,
20554,7668973,bad,bad,0.015 *0.985,,
20555,41159761,bad,bad,0     *1    ,,
20556,22938021,bad,bad,0.015 *0.985,,
20557,45850725,bad,bad,0     *1    ,,
20558,45850727,bad,bad,0     *1    ,,
20559,45850728,bad,bad,0     *1    ,,
20560,12926479,bad,bad,0.003 *0.997,,
20561,52068146,good,good,*0.934  0.066,,
20562,39942440,good,good,*0.926  0.074,,
20563,28187355,bad,bad,0     *1    ,,
20564,87217530,bad,bad,0     *1    ,,
20565,16465898,bad,bad,0.003 *0.997,,
20566,7668974,bad,bad,0.003 *0.997,,
20567,33998453,bad,bad,0     *1    ,,
20568,22938022,bad,bad,0     *1    ,,
20569,22938023,bad,bad,0     *1    ,,
20570,22938021,bad,bad,0     *1    ,,
20571,30523627,good,good,*0.931  0.069,,
20572,11728976,bad,bad,0.003 *0.997,,
20573,94599137,good,good,*0.928  0.072,,
20574,96689089,bad,bad,0.08  *0.92 ,,
20575,45850726,bad,bad,0.003 *0.997,,
20576,45850728,bad,bad,0.003 *0.997,,
20577,43707384,bad,bad,0.003 *0.997,,
20578,36171345,bad,bad,0     *1    ,,
20579,8173694,bad,bad,0.027 *0.973,,
20580,43707384,bad,bad,0.011 *0.989,,
20581,34159646,bad,bad,0.006 *0.994,,
20582,93306185,bad,bad,0     *1    ,,
20583,8173694,bad,bad,0.012 *0.988,,
20584,47483213,bad,bad,0.017 *0.983,,
20585,42998286,bad,bad,0.081 *0.919,,
20586,42998286,bad,bad,0.017 *0.983,,
20587,33998453,bad,bad,0     *1    ,,
20588,24483136,bad,bad,0     *1    ,,
20589,18707297,bad,bad,0.003 *0.997,,
20590,49513306,bad,bad,0.016 *0.984,,
20591,34159646,bad,bad,0.016 *0.984,,
20592,30621843,bad,bad,0.016 *0.984,,
20593,42998286,bad,bad,0.016 *0.984,,
20594,24483136,bad,bad,0.215 *0.785,,
20595,71929702,bad,bad,0.215 *0.785,,
20596,16306266,bad,bad,0.215 *0.785,,
20597,94479547,bad,bad,0.215 *0.785,,
20598,56513173,bad,bad,0.215 *0.785,,
20599,59171420,bad,bad,0.215 *0.785,,
20600,41159761,bad,bad,0.215 *0.785,,
20601,33173731,bad,bad,0.032 *0.968,,
20602,24483136,bad,bad,0.027 *0.973,,
20603,18707297,bad,bad,0.027 *0.973,,
20604,53621904,bad,bad,0.013 *0.987,,
20605,22355199,bad,bad,0.027 *0.973,,
20606,93306185,bad,bad,0.004 *0.996,,
20607,42998286,bad,bad,0.011 *0.989,,
20608,36171345,bad,bad,0.032 *0.968,,
20609,34159646,bad,bad,0     *1    ,,
20610,17479586,bad,bad,0     *1    ,,
20611,34159646,bad,bad,0.032 *0.968,,
20612,47483213,bad,bad,0.011 *0.989,,
20613,22355199,bad,good,*0.828  0.172,,
20614,42998286,bad,bad,0.011 *0.989,,
20615,30621843,bad,bad,0.032 *0.968,,
20616,49513306,bad,bad,0.011 *0.989,,
20617,93306185,bad,bad,0     *1    ,,
20618,1788899,bad,bad,0     *1    ,,
20619,43707384,bad,bad,0     *1    ,,
20620,96929765,bad,bad,0     *1    ,,
20621,22355199,bad,bad,0     *1    ,,
20622,18707297,bad,bad,0.003 *0.997,,
20623,41159761,bad,bad,0.003 *0.997,,
20624,47355262,bad,bad,0.003 *0.997,,
20625,56513173,bad,good,*1      0    ,,
20626,59171420,bad,bad,0.028 *0.972,,
20627,8173694,bad,bad,0.003 *0.997,,
20628,30621843,bad,bad,0.037 *0.963,,
20629,42998286,bad,bad,0.003 *0.997,,
20630,36171345,bad,bad,0     *1    ,,
20631,43707384,bad,bad,0.011 *0.989,,
20632,22355199,bad,bad,0.027 *0.973,,
20633,42998286,bad,bad,0.075 *0.925,,
20634,36171345,bad,bad,0.075 *0.925,,
20635,8173694,bad,bad,0.012 *0.988,,
20636,49513306,bad,bad,0.009 *0.991,,
20637,30621843,bad,bad,0.032 *0.968,,
20638,17479586,bad,bad,0.027 *0.973,,
20639,43707384,bad,bad,0.011 *0.989,,
20640,96929765,bad,bad,0     *1    ,,
20641,22355199,bad,bad,0.027 *0.973,,
20642,93306185,bad,bad,0.148 *0.852,,
20643,17479586,bad,bad,0     *1    ,,
20644,22355199,bad,bad,0     *1    ,,
20645,34159646,bad,bad,0.118 *0.882,,
20646,30621843,bad,bad,0.118 *0.882,,
20647,34159646,bad,bad,0.006 *0.994,,
20648,36171345,bad,bad,0.006 *0.994,,
20649,8173694,bad,bad,0.012 *0.988,,
20650,22355199,bad,bad,0.013 *0.987,,
20651,43707384,bad,bad,0.017 *0.983,,
20652,36171345,bad,bad,0.006 *0.994,,
20653,8173694,bad,bad,0.012 *0.988,,
20654,93306185,bad,bad,0     *1    ,,
20655,30621843,bad,bad,0.006 *0.994,,
20656,93306185,bad,bad,0     *1    ,,
20657,42998286,bad,bad,0.017 *0.983,,
20658,42998286,bad,bad,0.017 *0.983,,
20659,36171345,bad,bad,0.006 *0.994,,
20660,43707384,bad,bad,0.017 *0.983,,
20661,36171345,bad,bad,0.006 *0.994,,
20662,96929765,bad,bad,0     *1    ,,
20663,17479586,bad,bad,0.009 *0.991,,
20664,49513306,bad,bad,0.017 *0.983,,
20665,43707384,bad,bad,0.017 *0.983,,
20666,36171345,bad,bad,0.006 *0.994,,
20667,22355199,bad,bad,0.013 *0.987,,
20668,33998453,bad,bad,0     *1    ,,
20669,18707297,bad,bad,0     *1    ,,
20670,59171420,bad,bad,0.028 *0.972,,
20671,30621843,bad,bad,0     *1    ,,
20672,24483136,bad,bad,0     *1    ,,
20673,41159761,bad,bad,0.003 *0.997,,
20674,93306185,bad,bad,0.004 *0.996,,
20675,30621843,bad,bad,0.032 *0.968,,
20676,43707384,bad,bad,0.011 *0.989,,
20677,47483213,bad,bad,0.011 *0.989,,
20678,43707384,bad,bad,0     *1    ,,
20679,47483213,bad,bad,0.013 *0.987,,
20680,49513306,bad,bad,0.037 *0.963,,
20681,93306185,bad,bad,0.004 *0.996,,
20682,1788899,bad,bad,0.03  *0.97 ,,
20683,17479586,bad,bad,0     *1    ,,
20684,47483213,bad,bad,0.037 *0.963,,
20685,8173694,bad,bad,0.03  *0.97 ,,
20686,93306185,bad,bad,0.004 *0.996,,
20687,42998286,bad,bad,0.081 *0.919,,
20688,1788899,bad,bad,0.03  *0.97 ,,
20689,47483213,bad,bad,0.081 *0.919,,
20690,43707384,bad,bad,0.011 *0.989,,
20691,47483213,bad,bad,0.011 *0.989,,
20692,34159646,bad,bad,0.032 *0.968,,
20693,53621904,bad,bad,0.013 *0.987,,
20694,53621904,bad,bad,0.013 *0.987,,
20695,18707297,bad,bad,0.027 *0.973,,
20696,93306185,bad,bad,0.004 *0.996,,
20697,49513306,bad,bad,0.011 *0.989,,
20698,42998286,bad,bad,0.011 *0.989,,
20699,36171345,bad,bad,0.032 *0.968,,
20700,53621904,bad,bad,0.013 *0.987,,
20701,30621843,bad,bad,0.081 *0.919,,
20702,36171345,bad,bad,0.081 *0.919,,
20703,33173731,bad,bad,0     *1    ,,
20704,30621843,bad,bad,0     *1    ,,
20705,47483213,bad,bad,0     *1    ,,
20706,33998453,bad,bad,0     *1    ,,
20707,18707297,bad,bad,0     *1    ,,
20708,71929702,bad,bad,0     *1    ,,
20709,16306266,bad,bad,0     *1    ,,
20710,33998453,bad,bad,0     *1    ,,
20711,59171420,bad,bad,0     *1    ,,
20712,53621904,bad,bad,0     *1    ,,
20713,33998453,bad,bad,0     *1    ,,
20714,47355262,bad,bad,0     *1    ,,
20715,53621904,bad,bad,0     *1    ,,
20716,18707297,bad,bad,0.027 *0.973,,
20717,47355262,bad,bad,0     *1    ,,
20718,33998453,bad,bad,0     *1    ,,
20719,24483136,bad,bad,0.027 *0.973,,
20720,16306266,bad,bad,0.027 *0.973,,
20721,47355262,bad,bad,0.003 *0.997,,
20722,56513173,bad,bad,0     *1    ,,
20723,71929702,bad,bad,0     *1    ,,
20724,56513173,bad,bad,0     *1    ,,
20725,33173731,bad,bad,0     *1    ,,
20726,24483136,bad,bad,0     *1    ,,
20727,71929702,bad,bad,0     *1    ,,
20728,16306266,bad,bad,0     *1    ,,
20729,41159761,bad,bad,0.003 *0.997,,
20730,16306266,bad,bad,0     *1    ,,
20731,56513173,bad,bad,0     *1    ,,
20732,59171420,bad,bad,0     *1    ,,
20733,47355262,bad,bad,0.003 *0.997,,
20734,94479547,bad,bad,0     *1    ,,
20735,59171420,bad,bad,0     *1    ,,
20736,41159761,bad,bad,0.003 *0.997,,
20737,33173731,bad,bad,0     *1    ,,
20738,33998453,bad,bad,0     *1    ,,
20739,33998453,bad,bad,0     *1    ,,
20740,71929702,bad,bad,0     *1    ,,
20741,16306266,bad,bad,0     *1    ,,
20742,41159761,bad,bad,0.003 *0.997,,
20743,53621904,bad,bad,0     *1    ,,
20744,59171420,bad,bad,0     *1    ,,
20745,33998453,bad,bad,0     *1    ,,
20746,59171420,bad,bad,0     *1    ,,
20747,16306266,bad,bad,0     *1    ,,
20748,16306266,bad,bad,0     *1    ,,
20749,56513173,bad,bad,0     *1    ,,
20750,41159761,bad,bad,0.003 *0.997,,
20751,59171420,bad,bad,0     *1    ,,
20752,24483136,bad,bad,0     *1    ,,
20753,18707297,bad,bad,0     *1    ,,
20754,71929702,bad,bad,0     *1    ,,
20755,16306266,bad,bad,0     *1    ,,
20756,53621904,bad,bad,0     *1    ,,
20757,33173731,bad,bad,0     *1    ,,
20758,33998453,bad,bad,0     *1    ,,
20759,16306266,bad,bad,0     *1    ,,
20760,47355262,bad,bad,0.003 *0.997,,
20761,53621904,bad,bad,0     *1    ,,
20762,24483136,bad,bad,0     *1    ,,
20763,56513173,bad,bad,0     *1    ,,
20764,47355262,bad,bad,0.003 *0.997,,
20765,94479547,bad,bad,0     *1    ,,
20766,59171420,bad,bad,0     *1    ,,
20767,33998453,bad,bad,0     *1    ,,
20768,18707297,bad,bad,0     *1    ,,
20769,56513173,bad,bad,0     *1    ,,
20770,53621904,bad,bad,0     *1    ,,
20771,71929702,bad,bad,0     *1    ,,
20772,56513173,bad,bad,0     *1    ,,
20773,33173731,bad,bad,0     *1    ,,
20774,33173731,bad,bad,0     *1    ,,
20775,33998453,bad,bad,0     *1    ,,
20776,24483136,bad,bad,0     *1    ,,
20777,18707297,bad,bad,0     *1    ,,
20778,71929702,bad,bad,0     *1    ,,
20779,16306266,bad,bad,0.027 *0.973,,
20780,94479547,bad,bad,0     *1    ,,
20781,30621843,bad,bad,0.037 *0.963,,
20782,36171345,bad,bad,0.037 *0.963,,
20783,8173694,bad,bad,0.03  *0.97 ,,
20784,49513306,bad,bad,0.037 *0.963,,
20785,30621843,bad,bad,0.032 *0.968,,
20786,17479586,bad,bad,0.027 *0.973,,
20787,8173694,bad,bad,0.005 *0.995,,
20788,42998286,bad,bad,0.011 *0.989,,
20789,43707384,bad,bad,0.011 *0.989,,
20790,1788899,bad,bad,0.005 *0.995,,
20791,47483213,bad,bad,0.011 *0.989,,
20792,34159646,bad,bad,0.016 *0.984,,
20793,30621843,bad,bad,0.016 *0.984,,
20794,36171345,bad,bad,0.032 *0.968,,
20795,49513306,bad,bad,0.003 *0.997,,
20796,96929765,bad,bad,0     *1    ,,
20797,30621843,bad,bad,0     *1    ,,
20798,93306185,bad,bad,0.004 *0.996,,
20799,34159646,bad,bad,0     *1    ,,
20800,8173694,bad,bad,0.012 *0.988,,
20801,93306185,bad,bad,0.004 *0.996,,
20802,30621843,bad,bad,0.013 *0.987,,
20803,36171345,bad,bad,0.013 *0.987,,
20804,8173694,bad,bad,0.024 *0.976,,
20805,34159646,bad,bad,0.013 *0.987,,
20806,8173694,bad,bad,0.024 *0.976,,
20807,49513306,bad,bad,0.013 *0.987,,
20808,47483213,bad,bad,0.013 *0.987,,
20809,33173731,bad,bad,0.102 *0.898,,
20810,33998453,bad,bad,0.102 *0.898,,
20811,47355262,bad,bad,0.102 *0.898,,
20812,30621843,bad,bad,0.06  *0.94 ,,
20813,22355199,bad,bad,0.06  *0.94 ,,
20814,34159646,bad,bad,0.032 *0.968,,
20815,8173694,bad,bad,0.005 *0.995,,
20816,18707297,bad,bad,0.027 *0.973,,
20817,41159761,bad,bad,0.011 *0.989,,
20818,36171345,bad,bad,0.032 *0.968,,
20819,22355199,bad,bad,0.027 *0.973,,
20820,34159646,bad,bad,0.06  *0.94 ,,
20821,42998286,bad,bad,0.06  *0.94 ,,
20822,49513306,bad,bad,0.06  *0.94 ,,
20823,17479586,bad,bad,0.033 *0.967,,
20824,43707384,bad,bad,0     *1    ,,
20825,22355199,bad,bad,0.015 *0.985,,
20826,30621843,bad,bad,0.016 *0.984,,
20827,93306185,bad,bad,0     *1    ,,
20828,1788899,bad,bad,0.015 *0.985,,
20829,17479586,bad,bad,0.033 *0.967,,
20830,22355199,bad,good,*0.923  0.077,,
20831,30621843,bad,bad,0.01  *0.99 ,,
20832,42998286,bad,bad,0     *1    ,,
20833,22355199,bad,bad,0.094 *0.906,,
20834,34159646,bad,bad,0.01  *0.99 ,,
20835,30621843,bad,bad,0.01  *0.99 ,,
20836,43707384,bad,bad,0     *1    ,,
20837,47483213,bad,bad,0.013 *0.987,,
20838,22355199,bad,bad,0.015 *0.985,,
20839,30621843,bad,bad,0.01  *0.99 ,,
20840,17479586,bad,bad,0.033 *0.967,,
20841,34159646,bad,bad,0     *1    ,,
20842,30621843,bad,bad,0     *1    ,,
20843,93306185,bad,bad,0     *1    ,,
20844,1788899,bad,bad,0.003 *0.997,,
20845,36171345,bad,bad,0     *1    ,,
20846,8173694,bad,bad,0.003 *0.997,,
20847,93306185,bad,bad,0     *1    ,,
20848,1788899,bad,bad,0.015 *0.985,,
20849,96929765,bad,bad,0     *1    ,,
20850,22355199,bad,bad,0.015 *0.985,,
20851,30621843,bad,bad,0.01  *0.99 ,,
20852,47483213,bad,bad,0.013 *0.987,,
20853,96929765,bad,bad,0     *1    ,,
20854,8173694,bad,bad,0.016 *0.984,,
20855,34159646,bad,bad,0.081 *0.919,,
20856,93306185,bad,bad,0.004 *0.996,,
20857,1788899,bad,bad,0.03  *0.97 ,,
20858,42998286,bad,bad,0.081 *0.919,,
20859,36171345,bad,bad,0.081 *0.919,,
20860,8173694,bad,bad,0.03  *0.97 ,,
20861,22355199,bad,bad,0.081 *0.919,,
20862,17479586,bad,bad,0     *1    ,,
20863,43707384,bad,bad,0.081 *0.919,,
20864,36171345,bad,bad,0.081 *0.919,,
20865,1788899,bad,bad,0.03  *0.97 ,,
20866,8173694,bad,bad,0.03  *0.97 ,,
20867,30621843,bad,bad,0.037 *0.963,,
20868,1788899,bad,bad,0.03  *0.97 ,,
20869,36171345,bad,bad,0.037 *0.963,,
20870,43707384,bad,bad,0.037 *0.963,,
20871,96929765,bad,bad,0     *1    ,,
20872,8173694,bad,bad,0.03  *0.97 ,,
20873,34159646,bad,bad,0.081 *0.919,,
20874,43707384,bad,bad,0.081 *0.919,,
20875,1788899,bad,bad,0.03  *0.97 ,,
20876,1788899,bad,bad,0.03  *0.97 ,,
20877,30621843,bad,bad,0.081 *0.919,,
20878,34159646,bad,bad,0.081 *0.919,,
20879,36171345,bad,bad,0.081 *0.919,,
20880,96929765,bad,bad,0     *1    ,,
20881,43707384,bad,bad,0.081 *0.919,,
20882,96929765,bad,bad,0     *1    ,,
20883,8173694,bad,bad,0.03  *0.97 ,,
20884,8173694,bad,bad,0.03  *0.97 ,,
20885,34159646,bad,bad,0.081 *0.919,,
20886,93306185,bad,bad,0.004 *0.996,,
20887,96929765,bad,bad,0     *1    ,,
20888,30621843,bad,bad,0.037 *0.963,,
20889,43707384,bad,bad,0.037 *0.963,,
20890,47483213,bad,bad,0.037 *0.963,,
20891,36171345,bad,bad,0.037 *0.963,,
20892,22355199,bad,bad,0.047 *0.953,,
20893,17479586,bad,bad,0.027 *0.973,,
20894,49513306,bad,bad,0.011 *0.989,,
20895,93306185,bad,bad,0.004 *0.996,,
20896,42998286,bad,bad,0.011 *0.989,,
20897,36171345,bad,bad,0.032 *0.968,,
20898,22355199,bad,bad,0.027 *0.973,,
20899,34159646,bad,bad,0.032 *0.968,,
20900,43707384,bad,bad,0.011 *0.989,,
20901,47483213,bad,bad,0.011 *0.989,,
20902,30621843,bad,bad,0.075 *0.925,,
20903,43707384,bad,bad,0.075 *0.925,,
20904,22355199,bad,bad,0.075 *0.925,,
20905,93306185,bad,bad,0.004 *0.996,,
20906,36171345,bad,bad,0.032 *0.968,,
20907,22355199,bad,bad,0.027 *0.973,,
20908,49513306,bad,bad,0.011 *0.989,,
20909,1788899,bad,bad,0.005 *0.995,,
20910,42998286,bad,bad,0.011 *0.989,,
20911,34159646,bad,bad,0.032 *0.968,,
20912,30621843,bad,bad,0.032 *0.968,,
20913,36171345,bad,bad,0.032 *0.968,,
20914,22355199,bad,bad,0.027 *0.973,,
20915,49513306,bad,bad,0.011 *0.989,,
20916,47483213,bad,bad,0.011 *0.989,,
20917,1788899,bad,bad,0.441 *0.559,,
20918,30621843,bad,bad,0.441 *0.559,,
20919,17479586,bad,bad,0.441 *0.559,,
20920,22355199,bad,bad,0.441 *0.559,,
20921,34159646,bad,bad,0     *1    ,,
20922,1788899,bad,bad,0.16  *0.84 ,,
20923,42998286,bad,bad,0     *1    ,,
20924,47355262,bad,bad,0.006 *0.994,,
20925,33173731,bad,bad,0     *1    ,,
20926,18707297,bad,bad,0     *1    ,,
20927,71929702,bad,good,*0.532  0.468,,
20928,16306266,bad,bad,0.17  *0.83 ,,
20929,56513173,bad,bad,0.036 *0.964,,
20930,33173731,bad,bad,0     *1    ,,
20931,18707297,bad,bad,0     *1    ,,
20932,59171420,bad,bad,0.026 *0.974,,
20933,24483136,bad,bad,0.06  *0.94 ,,
20934,41159761,bad,bad,0.024 *0.976,,
20935,53621904,bad,bad,0.001 *0.999,,
20936,71929702,bad,bad,0.024 *0.976,,
20937,94479547,bad,bad,0.067 *0.933,,
20938,41159761,bad,bad,0.024 *0.976,,
20939,33173731,bad,bad,0.01  *0.99 ,,
20940,24483136,bad,bad,0.06  *0.94 ,,
20941,16306266,bad,bad,0.033 *0.967,,
20942,47355262,bad,bad,0.024 *0.976,,
20943,59171420,bad,bad,0.028 *0.972,,
20944,18707297,bad,bad,0     *1    ,,
20945,59171420,bad,bad,0.028 *0.972,,
20946,49513306,bad,bad,0.013 *0.987,,
20947,41159761,bad,bad,0     *1    ,,
20948,18707297,bad,bad,0     *1    ,,
20949,71929702,bad,bad,0.024 *0.976,,
20950,16306266,bad,bad,0.033 *0.967,,
20951,34159646,bad,bad,0.01  *0.99 ,,
20952,47355262,bad,bad,0.013 *0.987,,
20953,43707384,bad,bad,0     *1    ,,
20954,41159761,bad,bad,0     *1    ,,
20955,53621904,bad,bad,0.001 *0.999,,
20956,33173731,bad,bad,0.01  *0.99 ,,
20957,33998453,bad,bad,0.01  *0.99 ,,
20958,71929702,bad,bad,0.024 *0.976,,
20959,56513173,bad,bad,0.088 *0.913,,
20960,49513306,bad,bad,0.013 *0.987,,
20961,59171420,bad,bad,0.028 *0.972,,
20962,41159761,bad,bad,0     *1    ,,
20963,34159646,bad,bad,0.01  *0.99 ,,
20964,16306266,bad,bad,0.033 *0.967,,
20965,22355199,bad,bad,0.015 *0.985,,
20966,43707384,bad,bad,0     *1    ,,
20967,34159646,bad,bad,0.01  *0.99 ,,
20968,22355199,bad,bad,0.015 *0.985,,
20969,53621904,bad,bad,0.001 *0.999,,
20970,42998286,bad,bad,0     *1    ,,
20971,36171345,bad,bad,0.01  *0.99 ,,
20972,24483136,bad,bad,0.06  *0.94 ,,
20973,71929702,bad,bad,0.059 *0.941,,
20974,47355262,bad,bad,0.013 *0.987,,
20975,94479547,bad,bad,0.038 *0.962,,
20976,43707384,bad,bad,0     *1    ,,
20977,36171345,bad,bad,0.01  *0.99 ,,
20978,8173694,bad,bad,0.051 *0.949,,
20979,41159761,bad,bad,0     *1    ,,
20980,56513173,bad,bad,0.088 *0.913,,
20981,96929765,bad,bad,0     *1    ,,
20982,8173694,bad,bad,0.051 *0.949,,
20983,22355199,bad,bad,0.015 *0.985,,
20984,33173731,bad,bad,0.01  *0.99 ,,
20985,33998453,bad,bad,0.01  *0.99 ,,
20986,47355262,bad,bad,0.013 *0.987,,
20987,36171345,bad,bad,0.01  *0.99 ,,
20988,59171420,bad,bad,0.008 *0.992,,
20989,42998286,bad,bad,0     *1    ,,
20990,96929765,bad,bad,0     *1    ,,
20991,59171420,bad,bad,0.008 *0.992,,
20992,47483213,bad,bad,0.013 *0.987,,
20993,33173731,bad,bad,0.01  *0.99 ,,
20994,33998453,bad,bad,0.01  *0.99 ,,
20995,71929702,bad,bad,0.059 *0.941,,
20996,47355262,bad,bad,0.013 *0.987,,
20997,30621843,bad,bad,0.01  *0.99 ,,
20998,94479547,bad,bad,0.038 *0.962,,
20999,96929765,bad,bad,0     *1    ,,
21000,34159646,bad,bad,0.01  *0.99 ,,
21001,18707297,bad,bad,0     *1    ,,
